Comment,Aspect,Date,brand,trigger_keywords,model_score,lexicon_score,final_score
ලක්ෂ 7ක් කමාසල් බැංකුවෙ දැමිමාම මාසෙකට පොලිය කීයද.,Transactions and Payments,2025-02-27T14:37:24Z,Commercial Bank,['commercial bank'],0.6327857375144958,0.0,0.4429500162601471
රැ ලක්ස පහක් සමිපත් බැංකුවෙි තැන්පත් කලොත් මාසෙකට පොලිය මුදල කියක් ලැබෙනවද?,Transactions and Payments,2025-02-27T08:51:06Z,Commercial Bank,['commercial bank'],0.7828087210655212,0.0,0.5479661047458648
මට විස්තර  දැන ගන්න කෝහොමද,Others,2025-02-27T06:31:51Z,Commercial Bank,['commercial bank'],0.5103839635848999,0.0,0.3572687745094299
මට ලංකාවෙ කොමෙන්ෂල් එකේ කවුන්ට් එකක් තියෙනවා තියෙනවා. මං ඒකට කොහොමද එහෙම කරන්නේ දැන් මම රට්නේ,Digital Banking Experience,2025-02-27T05:36:24Z,Commercial Bank,['commercial bank'],0.48233726620674133,0.0,0.3376360863447189
NDB  Wealth   එකේ  money  market  account  එකේ  පොලිය  8.1% යි.,Transactions and Payments,2025-02-27T05:10:41Z,Commercial Bank,['commercial bank'],0.7268547415733337,1.0,0.8087983191013335
සම්පත් බැංකුවේ ලක්ෂ පහක් දැම්මොත් මාසෙකට පොලිය කීයක් ගන්න පුළුවන්ද,Transactions and Payments,2025-02-26T16:55:44Z,Commercial Bank,['commercial bank'],0.6443724632263184,0.0,0.4510607242584228
ලක්ෂයක් දෙම්මොත් මාසෙට පොලිය කියද පිළිතුරක් දෙන්න මල්ලි ,Transactions and Payments,2025-02-26T14:38:52Z,Commercial Bank,['commercial bank'],0.7013674974441528,0.0,0.49095724821090697
එතකොට ලක්ස පහක් අවුරුදු පහකට දැම්මොත්.. මාසික පොලිය 500000%8.5 = 85000  නෙද....,Transactions and Payments,2025-05-19T10:21:04Z,Commercial Bank,['commercial bank'],0.7636529803276062,0.0,0.5345570862293243
ඒ ෆොන් නම්බරෙ නැත්තම් මොකක්ද කරන්න ඔනි,Digital Banking Experience,2025-05-09T15:46:40Z,Commercial Bank,['commercial bank'],0.8039439916610718,0.0,0.5627607941627502
අපේ උබලගෙ බැංකුව ගැන අපේ  විශ්වාසය නැති වුනා,Others,2025-03-08T15:10:10Z,Commercial Bank,['commercial bank'],0.541738748550415,0.0,0.3792171239852905
"Commercial bank eka gana tikak hoyala balanna ona, mageth salli wagayak kapala poliya adu karala thibba Money market account eke.Account eka open karala awata passe SMS walata kiyala 500k kapala, mase poliya dala naha.",Trust and Security,2025-05-15T11:34:34Z,Commercial Bank,['commercial bank'],0.5551255941390991,0.0,0.38858791589736935
හපොයි..හපොයි..ලොකුම කස්ටමර් බේස් එකක් තියෙන පුයිව්ට් බැංකුව කියගා තමයි කියන්නේ..එකවුන්ට් එකක් දාන්න හිටියේ..ඕනෙම නැහැ එහෙනම්,Trust and Security,2025-04-26T12:14:27Z,Commercial Bank,['commercial bank'],0.6961377263069153,0.0,0.4872964084148407
Mg com bank account eken 16000 kepila tibba.. Hebei mata eka aye hadala dunna benk eken.. Eunata bayai tama,Digital Banking Experience,2025-04-22T17:13:19Z,Commercial Bank,['commercial bank'],0.5000767707824707,0.0,0.35005373954772945
okay bank niladarin danuwathwa siduwe.hoda welawata mama account eaka oya bank eake open kale  naththe.,Digital Banking Experience,2025-04-18T16:21:32Z,Commercial Bank,['commercial bank'],0.5793614387512207,0.0,0.40555300712585446
",කාර්ඩ්  එකෙන් ගනු දෙනු  කරන  කොට  බිල ගෙවු විට එම බිල දෙතුන් වතාවක්  කපනවා  ඒ  ගැන සැලකිලිමත් වෙන්න   කාඩ්  එකෙන් බිල් ගෙවද්දි  එම බිල් රිසිට්  ලබා ගන්න  ෆොන්  එක බලන්න  බිල දෙවතාවක්  තුන් වතාවක්   වැදිලද  කියලා ඊළගට  ඕකුන්  කියන්නෙ මෙහෙ කැපිලා නෑ බැන්කුවට යන්න කියලා බැන්කුවෙන්  බඩු ගත්තෙ නැ  හොද හිතින්  ගෙවපන් මගෙ සල්ලි    ...හ්..හ්..කා  ගන්නෙ  ..නැතුව කියලා එතන පෙරලි  කරලා නැත්නම්  හ්..හ්.....ක්.කවෙනවා",Trust and Security,2025-04-17T06:08:16Z,Commercial Bank,['commercial bank'],0.8259434700012207,0.0,0.5781604290008544
Mage salli 2parak 3100 3100.....6200 kapala aiye Mata a salli denne nehe kiyanava....kohomada aiye a salli ganne kramayak kiyala dennako,Others,2025-04-16T10:38:51Z,Commercial Bank,['commercial bank'],0.05285552516579628,0.0,0.03699886761605739
අනිවාර්යෙන් මුන්ගේ ATM  වරදින් ..වෙනත් බැංකු card හිරවුනාම..හිරවුන සල්ලි ගන්න මාස ගනන් යනවා..ජරාම සර්විස් එකක් තියෙන්නේ,Trust and Security,2025-04-16T02:55:15Z,Commercial Bank,['commercial bank'],0.8230360150337219,0.0,0.5761252105236053
කොල්ලුපිටියේ BOC මගෙ ලක් ෂ 1 1/2 ක් හොරා කෑවා. යාළුවෙකුගේ  online payment  35000 හොරා කෑවා,Trust and Security,2025-04-15T09:09:34Z,Commercial Bank,['commercial bank'],0.7949966788291931,0.0,0.5564976751804351
ma banku kohamath wadakk na unga wasiyata vithari wada karanna gawanakmm vithari hoda unta,Trust and Security,2025-04-15T05:53:57Z,Commercial Bank,['commercial bank'],0.6525394916534424,0.0,0.4567776441574096
මං ඉන්නේ රට  කොමෂල් එකේ තමා පොත තියෙන්නේ මං දෙපරක් සල්ලි දැම්මා එත් එයාලා ලකුණු කරන්නේ නෑ පොත පස්සේ ලකුණු කරලා දෙන්නම් කියනවාලු බැංකුවට ගියාම මට මෙහෙ ඉදං වෙන බැංකුවක පොතක් හදන්නත් බෑ සල්ලී දාන්න දැන් මොකක් කරන්නද හිතා ගන්න බෑ,Trust and Security,2025-04-14T13:35:39Z,Commercial Bank,['commercial bank'],0.4700990915298462,0.0,0.3290693640708923
සක්කිලිම බැංහුවක් මචංලා සර්විස් එකත් අන්තිමයි. යන්න ෆෑන් එශියා එකට මාරම කස්ටමර් සර්විස් එකක් දෙන්නේ....පට්ටම හොඳයි.,Trust and Security,2025-04-14T07:42:37Z,Commercial Bank,['commercial bank'],0.48699355125427246,0.0,0.3408954858779907
කොමර්ශල් බැංකු හොරු. කාඩ් වලින් තමයි හොදට ගේම ගහන්නෙ. මේක මගෙ යාලුවෙක් කියපු කතාවක්.,Trust and Security,2025-04-14T07:01:50Z,Commercial Bank,['commercial bank'],0.78031325340271,0.0,0.5462192773818969
",ලංකාවෙ තියෙන ජරාම  බැංකුව",Others,2025-04-14T03:23:55Z,Commercial Bank,['commercial bank'],0.48331329226493835,0.0,0.33831930458545684
මම නම් සල්ලි  ආවද ගත්තා,Others,2025-04-13T18:13:02Z,Commercial Bank,['commercial bank'],0.16604553163051605,0.0,0.11623187214136123
දැනුවත් කලාට Thank you,Others,2025-04-13T16:38:27Z,Commercial Bank,['commercial bank'],0.7240363359451294,0.0,0.5068254351615905
මම අවුරුදු ගානක් ගනුදෙනු කරනවා හැබැයි මට නම් ඔහොම ප්‍රශ්නයක් වෙලා නෑ.  ඒ අතින් කොමශල් තලවතුගොඩ ශාකාව හොදයි,Trust and Security,2025-04-13T15:16:10Z,Commercial Bank,['commercial bank'],0.7142044305801392,0.0,0.4999431014060974
හපොයි මෙහෙමත් බැංකු හොරු...කොහොමද  බැංකු විශ්වාස කරන්නේ,Trust and Security,2025-04-13T13:38:15Z,Commercial Bank,['commercial bank'],0.662238597869873,0.0,0.4635670185089111
මගෙත් දෙපාරක් ඔහොම උනා.. 2025 පෙබරවාරි හා මාර්තු මාස වල.. Letter එකක් දෙන්න කිව්වා.. තාම මොකුත් reply එකක් නෑ..,Customer Support,2025-04-13T12:22:23Z,Commercial Bank,['commercial bank'],0.78245609998703,0.0,0.547719269990921
"අනේ මේ කියන කතාව 100% ඇත්ත වෙන්න ඕනා.මොකද 2025/4 /2 මගේ a/ c එකේ තිබුන සල්ලි 120000/= ක් 2දා එකම දවසේ හතර පාරක් කපාගෙන. කමර්ෂල් බෑන්ක්, කුලියාපිටිය branch එකේ. මම දැනගත්තේ 6 වෙනිදා. bank  එකෙන් ඇහ්වම එයාලා කියනවා  google එකේ කාඩ් no save වෙලා තිබුනොත් තමයි එහෙම කැපෙන්නේකියලා.කැපිලා තියෙන්නේත් apple . Come කියලා එකකින්. ඊට පස්සේ කාඩ් එක block කරා.දැං මට හරි බයයි bank වල ගනුදෙනු කරන්න.කාඩ් පාවිච්චි කරන අය හරි පරිස්සමට.",Trust and Security,2025-04-13T01:31:54Z,Commercial Bank,['commercial bank'],0.7464156150817871,0.0,0.5224909305572509
කෑ ගහන්න එපා කිවුවේ මොකාද මට කිව්වනම් කවුන්ටරයෙන් අත දාලා දෙනවා කණ රත් වෙන්න බේසිගේ පුතාට,Trust and Security,2025-04-12T19:00:44Z,Commercial Bank,['commercial bank'],0.6711984872817993,0.0,0.4698389410972595
අනේ මමත් රට ඉදන් සල්ලි යවන්නේ මේකට මම හැබැඉ සල්ලි තියන්නේ නෑ,Others,2025-04-12T17:37:42Z,Commercial Bank,['commercial bank'],0.05247975140810013,0.0,0.03673582598567009
Me kthwa attha me bank eken salli kapa gnnw card eken mageth ehema una 6000k eyla ahuwama kiynne online payment kthaw tamai,Transactions and Payments,2025-04-12T16:39:39Z,Commercial Bank,['commercial bank'],0.43741583824157715,1.0,0.606191086769104
"Commercial  එකේ සල්ලි දානවනම්...
පිනට දුන්න කියලා හිත හදාගන්න තත්වෙට හිත හදාගන්න පුලුවන්නම් දාපන්",Transactions and Payments,2025-04-12T16:35:51Z,Commercial Bank,['commercial bank'],0.5687144994735718,0.0,0.3981001496315002
ඔය බැංකුවේ සල්ලි දාන්න එපා.ඔය ජාවරම් කාරයො අල්ලලා දෙන්න .,Trust and Security,2025-04-12T09:30:43Z,Commercial Bank,['commercial bank'],0.7802239060401917,0.0,0.5461567342281342
Aeththa kathawa.nittambuwe nihal super branch  eakath ehemai.commercial  bank eaka wishwasha karanna amarui.,Trust and Security,2025-04-11T13:59:39Z,Commercial Bank,['commercial bank'],0.8007038235664368,0.0,0.5604926764965057
අපෙත් සල්ලි තියනව අයින් කරන්න ඕන,Others,2025-04-11T09:38:50Z,Commercial Bank,['commercial bank'],0.22698523104190826,0.0,0.15888966172933577
අය්යේ මගේ account එකේ 3500 අඩුවෙල තිබ්බා ඊට පස්සේ ඔයාට කිව්වා වගේ  මටත් කිව්වා online එකෙන් අරං කිව්වා.ඊට පස්සේ letter එකක් දෙන්න කිව්වා දුන්නා එකට කතාවක් නේ.කිසිම වැඩක් නැති bank එකක්. හැමෝම commercial bank එකේ account තියනවානම් පරිස්සමෙන්.,Trust and Security,2025-04-09T15:11:18Z,Commercial Bank,['commercial bank'],0.8011243939399719,0.0,0.5607870757579803
එකවුන්ට් එකක් හදන්න හිටියෙ ලක්ශ 20 දාන්න  එපා උනා  අම්මෝ  ගොඩක් ස්තුති,Loans and Credit Services,2025-04-09T08:11:44Z,Commercial Bank,['commercial bank'],0.5458947420120239,0.0,0.38212631940841674
කොමර්ෂල්  බැංකුවෙන් ගිණුම් අයින් කර ගමු   අපේ ඒවටත් මොන වෙලා දන්නෑ බැලන්ස් එක වැඩිය බලන්නේ නෑනේ,Trust and Security,2025-04-09T01:14:45Z,Commercial Bank,['commercial bank'],0.8345061540603638,0.0,0.5841543078422546
කොමර්ෂල් බැංකුවෙන් ගිණුම අයින් කරගන්න එක  නුවණට හුරුයි,Trust and Security,2025-04-09T01:12:45Z,Commercial Bank,['commercial bank'],0.7709359526634216,0.0,0.5396551668643951
Apeth 20000 kapila thiyenne. Bankuwen kiuwe gemghala kiuwa oun Oya boru kiyanne,Others,2025-04-08T03:10:03Z,Commercial Bank,['commercial bank'],0.04323272407054901,0.0,0.030262906849384305
මුං පවුල යවලා බැලන්ස් එක චෙක් කරන්න කිව්වොත් බැලන්ස් එකවත් කියන්නේ නෑ මුන් බැංකුවේ,Trust and Security,2025-04-08T02:40:43Z,Commercial Bank,['commercial bank'],0.5508394837379456,0.0,0.38558763861656187
"අම්බෝ ලොකු දෙයක් ඕක අපිට දැනුම් දුන්නට, අපි ඩුබායිවල ඉන්නේ, මැකේෂන් ගිය ගමන් කරන එකවුන්ට් එක ින් අයින් කරනවා",Trust and Security,2025-04-08T02:39:18Z,Commercial Bank,['commercial bank'],0.45849210023880005,0.0,0.32094447016716
DFCC එකෙං loan  ගන්නවනං ඔයිට වඩා පරෙස්සං වෙන්ඩ ඕනෙ . මාරම ගේමක් දෙනව . Agreement  පවා සූක්ශමව වෙනස් කරනව .,Loans and Credit Services,2025-04-08T02:08:39Z,Commercial Bank,['commercial bank'],0.2305099368095398,1.0,0.46135695576667785
Banks welata ena monawath dane nathi minisunge salli damama mun monawa karanawa athi da,Trust and Security,2025-04-07T15:45:51Z,Commercial Bank,['commercial bank'],0.7430837154388428,0.0,0.5201586008071899
Meka kiwa eka hodayi me wage banks walata salli dana wanawa nam hoden account cheq karana banck weswaa ne,Trust and Security,2025-04-07T15:42:53Z,Commercial Bank,['commercial bank'],0.5363408327102661,0.0,0.37543858289718623
Mageth commercial bank man salli tika denma transfer karanawa,Digital Banking Experience,2025-04-06T17:12:41Z,Commercial Bank,['commercial bank'],0.562261700630188,0.0,0.39358319044113155
ඔය.කාලකන්නි.බැන්කුවට.කවුරුත්.සල්ලිදාන්න.ඵපා.බණ්ඩාරගම.බැන්කුව.මට.වන්චාවක්.කරා.රු.7.000.ට..හොරහැත්ත.,Loans and Credit Services,2025-04-06T14:33:40Z,Commercial Bank,['commercial bank'],0.5268513560295105,0.0,0.36879594922065734
commercial bank-  malabe ආපු කියලා වැඩක් නෑ. එතන වැඩ කරන ගෑණු කෙනෙක් ඉන්නවා කණ්ණාඩිය ඇඳගෙන අම්මෝ හරියට නිකන් එයාගේ සල්ලි අපි ගන්න එනවා වගේ. පුදුම කුහට ගෑනියෙක්. පොඩි වැඩක් කරගන්න පැයක් පැය එකහමාරක් යනව එතන. පෙන්නන්නම බැරි තැනක්.  මං හිතාගෙන ඉන්න සල්ලි ටික ගලවලා වෙන බැංකුවක දාන්න. ප්‍රශ්නෙ තියෙන බැංකු වල නෙමෙයි. බැංකුවල වැඩ කරන ස්ටාෆ් එක. මහ ඊරිසියාකාරයෝ ඉන්නේ.,Trust and Security,2025-04-05T12:59:55Z,Commercial Bank,['commercial bank'],0.8469648361206055,0.0,0.5928753852844237
ඔක්කොම බැංකු දැනනම් කිසිම විශ්වාසයක් නැහ .,Others,2025-04-04T14:09:14Z,Commercial Bank,['commercial bank'],0.5151488780975342,0.0,0.3606042146682739
මගේ යාළුවෙකුටත් මේ වගේ වැඩක් උනා. ඒ නිසා මමත් කරපු දේ මගේ තිබුන ගිනුම් දෙකම වහලා දැම්මා,Trust and Security,2025-04-04T14:08:07Z,Commercial Bank,['commercial bank'],0.6696511507034302,0.0,0.4687558054924011
මල්ලියේ අපි.අසරණයි මගෙත් 2018 රැ 100000ක් කපාගෙන,Loans and Credit Services,2025-04-03T14:24:22Z,Commercial Bank,['commercial bank'],0.3588455021381378,1.0,0.5511918514966965
"මුළු ලoකාවම එක්වර Accounts  Withdrow කරමු.
අපි ඉවසන්න ඉවසන්න උන් කරේ නගිනවා වැඩියි.මෙය හැමෝටම Share කරන්න.කොමර්ෂල් හොර හැත්ත.මගේ එකවුන්ට් එකට අවුරුදු 27 ක් වෙනවා. ටෙලිකොම් සැලරිය යන්නේ ඒකට.මගෙත් අඩුවෙනවා.මම හෙටම Withdrow කරගන්නවා. මයිනලා හදපු රටනේ.අනුරයා ආවා කියලත් වෙනසක් නෑ.කොන්ද පණ නෑ.",Trust and Security,2025-04-03T10:31:54Z,Commercial Bank,['commercial bank'],0.8591300845146179,0.0,0.6013910591602325
අනෙක් බැංකුත් එහෙම තමා...රුපියලටම ගනන් හදන්න.ප්‍රශ්ණ කරන්න.,Others,2025-04-03T01:38:39Z,Commercial Bank,['commercial bank'],0.26361536979675293,0.0,0.18453075885772705
කොමර්ශල් එකෙන් මාරු උනා මමත්,Others,2025-04-02T18:57:07Z,Commercial Bank,['commercial bank'],0.6160515546798706,0.0,0.4312360882759094
